"HP","Notebook","15.6","1366","768","0","AMD","E-Series E2-9000e","2.0","4","500GB HDD","HDD","500","0","AMD","N/A","1.86kg","13746"
"Dell","2 in 1 Convertible","13.3","1920","1080","1","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.62kg","43636"
"HP","Ultrabook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.91kg","35112"
"Dell","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Intel","windows","2.3kg","22305"
"Apple","Ultrabook","13.3","1440","900","0","Intel","Core i5","5.0","8","128GB Flash Storage","Flash Storage","128","0","Intel","macos","1.35kg","58555"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","AMD","windows","2.2kg","42624"
"Dell","Ultrabook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD +  256GB SSD","SSD","256","256","Intel","windows","1.88kg","69157"
"HP","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","8","1TB HDD","HDD","1024","0","Nvidia","windows","2.5kg","47739"
"Chuwi","Notebook","15.6","1920","1080","0","Intel","Atom x5-Z8300","5.0","4","64GB Flash Storage","Flash Storage","64","0","Intel","windows","1.89kg","13053"
"Asus","Notebook","14.0","1366","768","0","AMD","E-Series E2-6110","2.0","2","32GB Flash Storage","Flash Storage","32","0","AMD","windows","1.65kg","10603"
"HP","Notebook","17.3","1920","1080","0","AMD","A6-Series 9220","6.0","4","500GB HDD","HDD","500","0","AMD","windows","2.71kg","23390"
"Dell","Ultrabook","13.3","3200","1800","1","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Intel","windows","1.2kg","99580"
"Apple","Ultrabook","13.3","1440","900","0","Intel","Core i5","5.0","8","256GB Flash Storage","Flash Storage","256","0","Intel","macos","1.35kg","53173"
"Lenovo","Notebook","14.0","1366","768","0","Intel","Celeron Dual","3350.0","4","64GB Flash Storage","Flash Storage","64","0","Intel","windows","1.44kg","13267"
"Acer","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Intel","linux","2.1kg","19554"
"Dell","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","AMD","windows","2.8kg","52161"
"HP","Notebook","15.6","1366","768","0","Intel","Core i5","5.0","4","1TB HDD","HDD","1024","0","Intel","windows","1.86kg","26037"
"HP","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","windows","2.1kg","46833"
"Asus","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Intel","linux","2kg","20726"
"Dell","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  1TB HDD","Hybrid","256","1024","Nvidia","windows","2.65kg","79867"
"Asus","Notebook","15.6","1366","768","0","Intel","Core i5","5.0","8","1TB HDD","HDD","1024","0","Nvidia","linux","2.3kg","27865"
"Acer","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","4","256GB SSD","SSD","256","0","Intel","windows","2.2kg","36337"
"Dell","2 in 1 Convertible","17.3","1920","1080","1","Intel","Core i5","5.0","12","1TB HDD","HDD","1024","0","Nvidia","windows","2.77kg","53227"
"Apple","Ultrabook","13.3","2560","1600","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","macos","1.37kg","75604"
"Asus","Gaming","17.3","1920","1080","0","AMD","Ryzen 1700","1700.0","8","256GB SSD +  1TB HDD","Hybrid","256","1024","AMD","windows","3.2kg","69211"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","4","256GB SSD","SSD","256","0","AMD","windows","2.3kg","34046"
"Asus","Notebook","17.3","1366","768","0","Intel","Pentium Quad","4200.0","4","1TB HDD","HDD","1024","0","Nvidia","windows","2.8kg","24828"
"Acer","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Nvidia","windows","2.2kg","44808"
"HP","Notebook","15.6","1920","1080","0","AMD","A6-Series 9220","6.0","4","256GB SSD","SSD","256","0","AMD","windows","1.86kg","21232"
"HP","Notebook","13.3","1920","1080","0","Intel","Core i7","7.0","8","512GB SSD","SSD","512","0","Intel","windows","1.49kg","58768"
"Acer","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Intel","windows","2.4kg","20460"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","AMD","windows","2.13kg","40908"
"HP","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","128GB SSD","SSD","128","0","Intel","windows","1.91kg","23390"
"Asus","Notebook","15.6","1366","768","0","Intel","Core i5","5.0","4","256GB SSD","SSD","256","0","Intel","windows","2kg","31232"
"MSI","Gaming","17.3","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  2TB HDD","Hybrid","256","2048","Nvidia","windows","2.43kg","130483"
"Asus","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","256GB SSD","SSD","256","0","Intel","linux","2kg","22111"
"Dell","Notebook","17.3","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  2TB HDD","Hybrid","256","2048","AMD","windows","2.8kg","69211"
"Dell","Ultrabook","14.0","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.7kg","46833"
"Lenovo","Notebook","14.0","1920","1080","0","Intel","Core i3","3.0","8","256GB SSD","SSD","256","0","Intel","N/A","1.7kg","31915"
"Asus","Notebook","14.0","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.4kg","50136"
"HP","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.86kg","36763"
"Asus","Ultrabook","15.6","1920","1080","0","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Nvidia","windows","1.8kg","105654"
"HP","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","500GB HDD","HDD","500","0","AMD","windows","1.86kg","23373"
"HP","Notebook","14.0","1366","768","0","Intel","Celeron Dual","3060.0","4","32GB SSD","SSD","32","0","Intel","windows","1.44kg","12201"
"Lenovo","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","4","1TB HDD","HDD","1024","0","Intel","windows","1.9kg","29251"
"Asus","Gaming","17.3","1920","1080","0","Intel","Core i7","7.0","12","1TB HDD","HDD","1024","0","Nvidia","linux","3kg","50563"
"Microsoft","Ultrabook","13.5","2256","1504","1","Intel","Core i5","5.0","4","128GB SSD","SSD","128","0","Intel","windows","1.252kg","58022"
"Dell","Ultrabook","13.3","1920","1080","0","Intel","Core i7","7.0","64","256GB SSD","SSD","256","0","AMD","windows","1.4kg","50882"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","AMD","windows","2.2kg","46354"
"MSI","Gaming","17.3","1920","1080","0","Intel","Core i5","5.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","Nvidia","windows","2.7kg","58342"
"Acer","Notebook","14.0","1366","768","0","Intel","Core i3","3.0","8","1TB HDD","HDD","1024","0","Intel","windows","2.1kg","20726"
"Asus","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","8","1TB HDD","HDD","1024","0","Nvidia","windows","2.2kg","50563"
"Lenovo","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","2TB HDD","HDD","2048","0","Intel","N/A","2.2kg","27652"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","Intel","windows","2.02kg","45554"
"Acer","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Nvidia","windows","2.2kg","28238"
"HP","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","Nvidia","windows","2.5kg","52055"
"Dell","Ultrabook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.88kg","58403"
"Apple","Ultrabook","12.0","2304","1440","0","Intel","Core i5","5.0","8","512GB SSD","SSD","512","0","Intel","macos","0.92kg","80453"
"HP","Notebook","14.0","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.63kg","45821"
"Lenovo","Notebook","15.6","1920","1080","0","AMD","A6-Series 9220","6.0","4","128GB SSD","SSD","128","0","AMD","windows","2.2kg","21259"
"Acer","Notebook","15.6","1366","768","0","AMD","A9-Series 9420","9.0","4","1TB HDD","HDD","1024","0","AMD","windows","2.1kg","21046"
"Dell","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","128GB SSD +  1TB HDD","Hybrid","128","1024","Nvidia","windows","2.65kg","71875"
"HP","Ultrabook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Nvidia","windows","1.83kg","37243"
"HP","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.96kg","31914"
"Asus","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","128GB SSD +  1TB HDD","Hybrid","128","1024","Nvidia","windows","2.2kg","77203"
"Dell","Ultrabook","13.3","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.21kg","87859"
"Asus","Gaming","15.6","1920","1080","0","AMD","FX 9830P","9830.0","8","1TB HDD","HDD","1024","0","AMD","windows","2.45kg","37243"
"Acer","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","2","1TB HDD","HDD","1024","0","Nvidia","windows","2.2kg","36710"
"HP","Notebook","13.3","1920","1080","0","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Intel","windows","1.49kg","63776"
"Dell","Gaming","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","windows","2.65kg","63670"
"Asus","Ultrabook","14.0","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.25kg","55891"
"Acer","2 in 1 Convertible","13.3","1920","1080","1","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.5kg","45128"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","1TB HDD","HDD","1024","0","AMD","linux","2.2kg","31963"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","256GB SSD","SSD","256","0","AMD","linux","2.2kg","25841"
"Asus","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","6","256GB SSD","SSD","256","0","Nvidia","windows","2kg","30743"
"HP","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","12","128GB SSD +  1TB HDD","Hybrid","128","1024","Nvidia","windows","2.62kg","66547"
"HP","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","AMD","windows","1.91kg","38308"
"HP","Notebook","15.6","1920","1080","0","AMD","E-Series E2-9000e","2.0","4","500GB HDD","HDD","500","0","AMD","windows","2.1kg","18595"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","1TB HDD","HDD","1024","0","AMD","linux","2.2kg","34472"
"HP","Ultrabook","13.3","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Nvidia","windows","1.38kg","59620"
"Microsoft","Ultrabook","13.5","2256","1504","1","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.252kg","71395"
"HP","Notebook","14.0","1920","1080","0","Intel","Core i5","5.0","6","256GB SSD","SSD","256","0","Nvidia","windows","1.58kg","35112"
"Lenovo","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Intel","windows","1.85kg","22106"
"Asus","Ultrabook","14.0","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Nvidia","windows","1.3kg","63563"
"MSI","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  1TB HDD","Hybrid","256","1024","Nvidia","windows","2.2kg","69211"
"Lenovo","Notebook","14.0","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.58kg","78854"
"Asus","Ultrabook","15.6","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  1TB HDD","Hybrid","256","1024","Nvidia","windows","1.5kg","67239"
"Dell","Ultrabook","13.3","3200","1800","1","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.23kg","73473"
"Lenovo","2 in 1 Convertible","13.3","1920","1080","1","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.37kg","74539"
"HP","Notebook","14.0","1366","768","0","Intel","Core i5","5.0","4","500GB HDD","HDD","500","0","Intel","windows","1.63kg","38468"
"Dell","Ultrabook","13.3","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.21kg","86793"
"HP","Notebook","14.0","1920","1080","0","Intel","Core i7","7.0","8","512GB SSD","SSD","512","0","Intel","windows","1.63kg","57756"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD +  1TB HDD","Hybrid","256","1024","Nvidia","windows","2.16kg","60224"
"Asus","Notebook","17.3","1920","1080","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Nvidia","windows","2kg","30050"
"Asus","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Nvidia","windows","1.7kg","59567"
"Acer","Notebook","15.6","1920","1080","1","Intel","Core i3","3.0","6","1TB HDD","HDD","1024","0","Intel","windows","2.1kg","25521"
"MSI","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  2TB HDD","Hybrid","256","2048","Nvidia","windows","1.8kg","119427"
"Lenovo","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","N/A","2.2kg","33513"
"HP","Notebook","17.3","1920","1080","0","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Nvidia","windows","2.5kg","67719"
"Acer","Notebook","15.6","1366","768","0","AMD","A9-Series 9420","9.0","4","256GB SSD","SSD","256","0","AMD","windows","2.1kg","24029"
"HP","Notebook","14.0","1920","1080","0","Intel","Core i5","5.0","8","1TB HDD","HDD","1024","0","Intel","windows","1.63kg","43263"
"Asus","Notebook","14.0","1366","768","0","AMD","E-Series 6110","6110.0","4","64GB SSD","SSD","64","0","AMD","windows","1.65kg","14811"
"Dell","Notebook","17.3","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  2TB HDD","Hybrid","256","2048","AMD","windows","2.8kg","74379"
"HP","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","2.5kg","49444"
"Dell","Notebook","15.6","1366","768","0","Intel","Core i5","5.0","8","1TB HDD","HDD","1024","0","AMD","windows","2.36kg","34045"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","AMD","windows","2.2kg","23923"
"Acer","Ultrabook","14.0","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.6kg","47100"
"Acer","Notebook","15.6","1920","1080","0","Intel","Core i3","3.0","4","256GB SSD","SSD","256","0","Nvidia","windows","7.2kg","30476"
"HP","Notebook","15.6","1366","768","0","Intel","Core i7","7.0","8","1TB HDD","HDD","1024","0","Intel","windows","2.05kg","31861"
"HP","Notebook","14.0","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.63kg","52641"
"Lenovo","Notebook","15.6","1366","768","0","Intel","Celeron Dual","3350.0","4","1TB HDD","HDD","1024","0","Intel","N/A","1.9kg","13446"
"Asus","Gaming","17.3","1920","1080","0","Intel","Core i5","5.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","Nvidia","windows","3kg","49977"
"Lenovo","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","4","1TB HDD","HDD","1024","0","Nvidia","N/A","2.2kg","26587"
"HP","Notebook","13.3","1920","1080","0","Intel","Core i5","5.0","4","256GB SSD","SSD","256","0","Intel","windows","1.32kg","37243"
"Acer","Notebook","17.3","1920","1080","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Nvidia","windows","3kg","34898"
"Lenovo","Notebook","14.0","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","AMD","windows","1.75kg","59462"
"Lenovo","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Nvidia","N/A","2.4kg","46300"
"Toshiba","Notebook","15.6","1366","768","0","Intel","Core i5","5.0","4","500GB HDD","HDD","500","0","Intel","windows","2.1kg","32075"
"HP","Notebook","15.6","1366","768","0","AMD","A6-Series 9220","6.0","4","256GB SSD","SSD","256","0","AMD","windows","1.86kg","19660"
"Asus","Ultrabook","14.0","1920","1080","0","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.25kg","58555"
"HP","Ultrabook","12.5","3840","2160","1","Intel","Core M","6.0","8","512GB SSD","SSD","512","0","Intel","windows","0.97kg","107306"
"Asus","Notebook","15.6","1920","1080","0","Intel","Celeron Dual","3350.0","4","1TB HDD","HDD","1024","0","Intel","windows","2kg","18328"
"Acer","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","1TB HDD","HDD","1024","0","Intel","windows","2.1kg","23816"
"Dell","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Nvidia","windows","2.56kg","66561"
"Dell","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","8","1.0TB Hybrid","Hybrid","1024","0","Nvidia","windows","2.62kg","47899"
"Lenovo","Notebook","15.6","1366","768","0","Intel","Core i5","5.0","4","128GB SSD","SSD","128","0","Intel","windows","1.9kg","26533"
"MSI","Gaming","17.3","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  1TB HDD","Hybrid","256","1024","Nvidia","windows","2.8kg","100699"
"HP","Ultrabook","14.0","1920","1080","0","Intel","Core i5","5.0","4","256GB SSD","SSD","256","0","Intel","windows","1.48kg","57649"
"HP","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","6","256GB SSD","SSD","256","0","AMD","windows","1.91kg","32980"
"Lenovo","2 in 1 Convertible","14.0","1920","1080","1","Intel","Core i3","3.0","4","256GB SSD","SSD","256","0","Intel","windows","1.74kg","33513"
"Asus","2 in 1 Convertible","13.3","1920","1080","1","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.1kg","70063"
"Dell","2 in 1 Convertible","15.6","1920","1080","1","Intel","Core i7","7.0","8","256GB SSD","SSD","256","0","Intel","windows","1.56kg","55891"
"Toshiba","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","500GB HDD","HDD","500","0","Intel","windows","2.1kg","23816"
"Asus","Notebook","15.6","1366","768","0","AMD","A9-Series 9420","9.0","4","1TB HDD","HDD","1024","0","AMD","windows","2.03kg","21472"
"Acer","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","4","256GB SSD","SSD","256","0","Nvidia","windows","3kg","42890"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","AMD","windows","2.13kg","38788"
"Lenovo","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD","SSD","256","0","Nvidia","windows","2.5kg","57489"
"Acer","Notebook","15.6","1366","768","0","Intel","Celeron Dual","3350.0","4","1TB HDD","HDD","1024","0","Intel","windows","2.1kg","18541"
"MSI","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  1TB HDD","Hybrid","256","1024","Nvidia","windows","2.4kg","95851"
"Acer","Notebook","15.6","1366","768","0","Intel","Pentium Quad","4200.0","4","1TB HDD","HDD","1024","0","Intel","windows","2.1kg","19368"
"Dell","Gaming","15.6","1920","1080","0","Intel","Core i7","7.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","Nvidia","windows","2.56kg","56503"
"Acer","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","windows","3kg","45501"
"HP","Notebook","13.3","1920","1080","0","Intel","Core i5","5.0","4","500GB HDD","HDD","500","0","Intel","windows","1.49kg","40173"
"Huawei","Ultrabook","13.0","2160","1440","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.05kg","71875"
"HP","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","6","2TB HDD","HDD","2048","0","AMD","windows","2.71kg","37243"
"Lenovo","Notebook","15.6","1366","768","0","AMD","A6-Series 9220","6.0","4","500GB HDD","HDD","500","0","AMD","N/A","2.2kg","16464"
"Toshiba","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","500GB HDD","HDD","500","0","Intel","windows","5.4kg","26054"
"HP","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","windows","2.5kg","49177"
"Dell","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","8","1TB HDD","HDD","1024","0","Intel","windows","2.3kg","24456"
"Acer","Notebook","15.6","1366","768","0","Intel","Core i3","3.0","4","128GB SSD","SSD","128","0","Intel","windows","2.1kg","23923"
"MSI","Gaming","18.4","1920","1080","0","Intel","Core i7","7.0","32","512GB SSD +  1TB HDD","Hybrid","512","1024","Nvidia","windows","4.4kg","149131"
"Lenovo","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","AMD","windows","1.90kg","43317"
"HP","2 in 1 Convertible","13.3","3840","2160","1","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.29kg","79867"
"Dell","Notebook","15.6","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  2TB HDD","Hybrid","256","2048","AMD","linux","2.02kg","55891"
"Dell","Ultrabook","13.3","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.23kg","74539"
"Lenovo","2 in 1 Convertible","13.9","3840","2160","1","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Intel","windows","1.4kg","98515"
"Toshiba","Notebook","15.6","1366","768","0","Intel","Core i5","5.0","8","128GB SSD","SSD","128","0","Intel","windows","2.0kg","42251"
"Xiaomi","Notebook","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","N/A","1.95kg","63883"
"Dell","Notebook","17.3","1920","1080","1","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Nvidia","windows","2.77kg","82531"
"Dell","Notebook","15.6","3840","2160","1","Intel","Core i7","7.0","16","512GB SSD","SSD","512","0","Nvidia","windows","2.06kg","127712"
"Lenovo","Gaming","15.6","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","N/A","2.4kg","41505"
"Acer","Ultrabook","13.3","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Intel","windows","1.12kg","52694"
"Dell","Notebook","17.3","1920","1080","0","Intel","Core i7","7.0","8","128GB SSD +  1TB HDD","Hybrid","128","1024","AMD","windows","2.8kg","57809"
"Vero","Notebook","14.0","1920","1080","0","Intel","Celeron Dual","3350.0","4","32GB Flash Storage","Flash Storage","32","0","Intel","windows","1.3kg","13853"
"Xiaomi","Ultrabook","13.3","1920","1080","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","N/A","1.3kg","53275"
"Lenovo","Notebook","17.3","1600","900","0","Intel","Core i5","5.0","8","256GB SSD","SSD","256","0","Nvidia","N/A","2.8kg","37189"
"Dell","2 in 1 Convertible","13.3","1920","1080","1","Intel","Core i7","7.0","8","1TB HDD","HDD","1024","0","Intel","windows","1.62kg","44702"
"HP","Notebook","17.3","1920","1080","0","Intel","Core i5","5.0","8","1TB HDD","HDD","1024","0","Nvidia","windows","2.5kg","48698"
"Razer","Gaming","17.3","3840","2160","1","Intel","Core i7","7.0","32","1TB SSD","SSD","1024","0","Nvidia","windows","3.49kg","324955"
"HP","Notebook","13.3","1920","1080","0","Intel","Core i5","5.0","8","512GB SSD","SSD","512","0","Intel","windows","1.49kg","51096"
"HP","Gaming","17.3","1920","1080","0","Intel","Core i7","7.0","16","256GB SSD +  1TB HDD","Hybrid","256","1024","Nvidia","windows","3.35kg","73473"
